2	5.112494e-02	1.554282e+01
7	3.525146e-03	2.006825e+00
12	7.439214e-04	4.446687e-01
17	1.738672e-04	1.265850e-01
22	4.970862e-05	4.202690e-02
27	1.620608e-05	1.553122e-02
32	6.567694e-06	6.219617e-03
37	2.488534e-06	2.653119e-03
42	8.898020e-07	1.191460e-03
47	3.791352e-07	5.585305e-04
52	1.806319e-07	2.715780e-04
57	6.520394e-08	1.362965e-04
62	4.476897e-08	7.032712e-05
67	2.450308e-08	3.719104e-05
72	1.168334e-08	2.010500e-05
77	5.715267e-09	1.108611e-05
82	3.356945e-09	6.223993e-06
87	1.953928e-09	3.552177e-06
92	1.107662e-09	2.058119e-06
97	6.086867e-10	1.209170e-06
102	3.246346e-10	7.196137e-07
107	1.965331e-10	4.334243e-07
112	1.192882e-10	2.639853e-07
117	6.611792e-11	1.624752e-07
122	3.823247e-11	1.009849e-07
127	2.380024e-11	6.334836e-08
132	1.493905e-11	4.008636e-08
137	9.383383e-12	2.557602e-08
142	5.906220e-12	1.644584e-08
147	3.694101e-12	1.065353e-08
152	2.329414e-12	6.950027e-09
157	1.470102e-12	4.564464e-09
162	9.819923e-13	3.016956e-09
167	6.433742e-13	2.006318e-09
172	4.189704e-13	1.342045e-09
177	2.809142e-13	9.027412e-10
182	1.849632e-13	6.105048e-10
187	1.189604e-13	4.150031e-10
192	7.552292e-14	2.835065e-10
197	4.701795e-14	1.945999e-10
